atlas_id,event_id,payload,source_file_or_report,source_family,pipeline,template_or_model,mode,observable_family,has_fobs,fobs_column_or_quantity,has_domega,domega_column_or_quantity,has_tau,tau_column_or_quantity,has_dtau,dtau_column_or_quantity,has_Mf,Mf_column_or_source,has_chif,chif_column_or_source,jointness,frame_status,t_start_status,verification_level,usable_for_220_joint,usable_for_220_unpaired,usable_for_221_joint,usable_for_population,allowed_physical_question,disallowed_claims,blocking_issue,next_allowed_action,notes
A0303,GW230927_153832,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW230927_153832/GW230927_153832_DS_2mode_10M/pyRing_GW230927_153832_DS_2mode_10M.dat,LVK_GWTC4_TGR,pyRing,DS_2mode_10M,220+330,free_frequency,yes,".dat cols f_t_0 (220), f_t_1 (330) [hipotetico]",no,,yes,".dat cols tau_t_0, tau_t_1 [hipotetico]",no,,no,,no,,unpaired_same_event,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,exploratory_only,residual_220_unpaired_composition,no_joint_residual;no_population_claim,Cabecera .dat de DS_2mode_10M no inspeccionada explicitamente (M036),manual_hdf5_audit,DS multi-modo agnostico; verificar columns antes de uso
A0304,GW230927_153832,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW230927_153832/GW230927_153832_TEOB_22_21_33_44_55_domega_220_0.0M/pyRing_GW230927_153832_TEOB_22_21_33_44_55_domega_220_0.0M.dat,LVK_GWTC4_TGR,pyRing,TEOB_22_21_33_44_55_domega_220_0.0M,220,fractional_deviation,no,derived,yes,.dat col domega_220,no,,no,,no,"must derive via NR fit from m1,m2,chi1,chi2",no,must derive via NR fit,external_remnant_required,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,no,no_residual_allowed,no_joint_residual;no_population_claim,domega_220 sample-level pero sin Mf/af joint; requiere NR fit externo para remnant,manual_hdf5_audit,TEOBResumS-PM con desviacion solo del 220; m1/m2/chi1/chi2 a nivel posterior
A0305,GW230927_153832,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW230927_153832/GW230927_153832_TEOB_22_21_33_44_55_domega_dtau_220_0.0M/pyRing_GW230927_153832_TEOB_22_21_33_44_55_domega_dtau_220_0.0M.dat,LVK_GWTC4_TGR,pyRing,TEOB_22_21_33_44_55_domega_dtau_220_0.0M,220,fractional_deviation,no,derived,yes,.dat col domega_220,no,derived,yes,.dat col dtau_220,no,derive via NR fit,no,derive via NR fit,external_remnant_required,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,no,no_residual_allowed,no_joint_residual;no_population_claim,domega_220+dtau_220 joint pero sin Mf/af joint; requiere NR fit externo,manual_hdf5_audit,Convencion analoga a pyRing/Kerr (mismo codigo); falta remnant joint
A0306,GW230927_153832,GWTC-4.0_III_pyRing.tar.gz,pyring/plotting_scripts_and_data/event_summary_samples/events_summary_file.h5,LVK_GWTC4_TGR,pyRing,events_summary_file [DS/IMR/Kerr/KerrPostmerger],220,remnant_only,yes,dataset f_22 [DS free; otros derivados],no,,yes,dataset tau_22,no,,yes,dataset Mf [IMR/Kerr/KerrPostmerger],yes,dataset af,same_file_unclear_joint,redshifted_probable,metadata_only,hdf5_keys_verified,no,unclear,no,exploratory_only,remnant_only_crosscheck,no_220_claim;no_population_claim,f_22 en sub-template Kerr/IMR es derivada GR-fixed (no observation libre); DS si tiene f_22 libre pero sin Mf/af joint,manual_hdf5_audit,Producto de Fig.1 del paper TGR-O4a; util como anchor de remnant comparado
A0307,GW230928_215827,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW230928_215827/GW230928_215827_Kerr_220_np_10M/pyRing_GW230928_215827_Kerr_220_np_10M.dat,LVK_GWTC4_TGR,pyRing,Kerr_220_np_10M,220,gr_fixed_kerr,no,,no,,no,,no,,yes,.dat col Mf,yes,.dat col af,same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,no,no,no_residual_allowed,gr_fixed_zero_residual;no_220_claim,Kerr 220 GR-fixed: residual_f=0 por construccion,archive_phase,Anclaje Mf/af para evento O4a; util como referencia remnant
A0308,GW230928_215827,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW230928_215827/GW230928_215827_DS_1mode_10M/pyRing_GW230928_215827_DS_1mode_10M.dat,LVK_GWTC4_TGR,pyRing,DS_1mode_10M,220,free_frequency,yes,.dat col f_t_0,no,,yes,.dat col tau_t_0,no,,no,not_in_DS_dat,no,not_in_DS_dat,unpaired_same_event,redshifted_probable,inferred_from_filename,report_inference_only,no,yes,no,exploratory_only,residual_220_unpaired_composition,no_joint_residual;no_population_claim,f_t_0/tau_t_0 y Mf/af viven en tablas distintas (different_files); pareo no es muestra-a-muestra,build_unpaired_composition,Frecuencia agnostica DS-libre; necesita pareo external con Kerr_220_np_10M del mismo evento
A0309,GW230928_215827,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW230928_215827/GW230928_215827_DS_2mode_10M/pyRing_GW230928_215827_DS_2mode_10M.dat,LVK_GWTC4_TGR,pyRing,DS_2mode_10M,220+330,free_frequency,yes,".dat cols f_t_0 (220), f_t_1 (330) [hipotetico]",no,,yes,".dat cols tau_t_0, tau_t_1 [hipotetico]",no,,no,,no,,unpaired_same_event,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,exploratory_only,residual_220_unpaired_composition,no_joint_residual;no_population_claim,Cabecera .dat de DS_2mode_10M no inspeccionada explicitamente (M036),manual_hdf5_audit,DS multi-modo agnostico; verificar columns antes de uso
A0310,GW230928_215827,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW230928_215827/GW230928_215827_TEOB_22_21_33_44_55_domega_220_0.0M/pyRing_GW230928_215827_TEOB_22_21_33_44_55_domega_220_0.0M.dat,LVK_GWTC4_TGR,pyRing,TEOB_22_21_33_44_55_domega_220_0.0M,220,fractional_deviation,no,derived,yes,.dat col domega_220,no,,no,,no,"must derive via NR fit from m1,m2,chi1,chi2",no,must derive via NR fit,external_remnant_required,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,no,no_residual_allowed,no_joint_residual;no_population_claim,domega_220 sample-level pero sin Mf/af joint; requiere NR fit externo para remnant,manual_hdf5_audit,TEOBResumS-PM con desviacion solo del 220; m1/m2/chi1/chi2 a nivel posterior
A0311,GW230928_215827,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW230928_215827/GW230928_215827_TEOB_22_21_33_44_55_domega_dtau_220_0.0M/pyRing_GW230928_215827_TEOB_22_21_33_44_55_domega_dtau_220_0.0M.dat,LVK_GWTC4_TGR,pyRing,TEOB_22_21_33_44_55_domega_dtau_220_0.0M,220,fractional_deviation,no,derived,yes,.dat col domega_220,no,derived,yes,.dat col dtau_220,no,derive via NR fit,no,derive via NR fit,external_remnant_required,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,no,no_residual_allowed,no_joint_residual;no_population_claim,domega_220+dtau_220 joint pero sin Mf/af joint; requiere NR fit externo,manual_hdf5_audit,Convencion analoga a pyRing/Kerr (mismo codigo); falta remnant joint
A0312,GW230928_215827,GWTC-4.0_III_pyRing.tar.gz,pyring/plotting_scripts_and_data/event_summary_samples/events_summary_file.h5,LVK_GWTC4_TGR,pyRing,events_summary_file [DS/IMR/Kerr/KerrPostmerger],220,remnant_only,yes,dataset f_22 [DS free; otros derivados],no,,yes,dataset tau_22,no,,yes,dataset Mf [IMR/Kerr/KerrPostmerger],yes,dataset af,same_file_unclear_joint,redshifted_probable,metadata_only,hdf5_keys_verified,no,unclear,no,exploratory_only,remnant_only_crosscheck,no_220_claim;no_population_claim,f_22 en sub-template Kerr/IMR es derivada GR-fixed (no observation libre); DS si tiene f_22 libre pero sin Mf/af joint,manual_hdf5_audit,Producto de Fig.1 del paper TGR-O4a; util como anchor de remnant comparado
A0313,GW231001_140220,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231001_140220/GW231001_140220_Kerr_220_np_10M/pyRing_GW231001_140220_Kerr_220_np_10M.dat,LVK_GWTC4_TGR,pyRing,Kerr_220_np_10M,220,gr_fixed_kerr,no,,no,,no,,no,,yes,.dat col Mf,yes,.dat col af,same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,no,no,no_residual_allowed,gr_fixed_zero_residual;no_220_claim,Kerr 220 GR-fixed: residual_f=0 por construccion,archive_phase,Anclaje Mf/af para evento O4a; util como referencia remnant
A0314,GW231001_140220,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231001_140220/GW231001_140220_DS_1mode_10M/pyRing_GW231001_140220_DS_1mode_10M.dat,LVK_GWTC4_TGR,pyRing,DS_1mode_10M,220,free_frequency,yes,.dat col f_t_0,no,,yes,.dat col tau_t_0,no,,no,not_in_DS_dat,no,not_in_DS_dat,unpaired_same_event,redshifted_probable,inferred_from_filename,report_inference_only,no,yes,no,exploratory_only,residual_220_unpaired_composition,no_joint_residual;no_population_claim,f_t_0/tau_t_0 y Mf/af viven en tablas distintas (different_files); pareo no es muestra-a-muestra,build_unpaired_composition,Frecuencia agnostica DS-libre; necesita pareo external con Kerr_220_np_10M del mismo evento
A0315,GW231001_140220,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231001_140220/GW231001_140220_DS_2mode_10M/pyRing_GW231001_140220_DS_2mode_10M.dat,LVK_GWTC4_TGR,pyRing,DS_2mode_10M,220+330,free_frequency,yes,".dat cols f_t_0 (220), f_t_1 (330) [hipotetico]",no,,yes,".dat cols tau_t_0, tau_t_1 [hipotetico]",no,,no,,no,,unpaired_same_event,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,exploratory_only,residual_220_unpaired_composition,no_joint_residual;no_population_claim,Cabecera .dat de DS_2mode_10M no inspeccionada explicitamente (M036),manual_hdf5_audit,DS multi-modo agnostico; verificar columns antes de uso
A0316,GW231001_140220,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231001_140220/GW231001_140220_TEOB_22_21_33_44_55_domega_220_0.0M/pyRing_GW231001_140220_TEOB_22_21_33_44_55_domega_220_0.0M.dat,LVK_GWTC4_TGR,pyRing,TEOB_22_21_33_44_55_domega_220_0.0M,220,fractional_deviation,no,derived,yes,.dat col domega_220,no,,no,,no,"must derive via NR fit from m1,m2,chi1,chi2",no,must derive via NR fit,external_remnant_required,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,no,no_residual_allowed,no_joint_residual;no_population_claim,domega_220 sample-level pero sin Mf/af joint; requiere NR fit externo para remnant,manual_hdf5_audit,TEOBResumS-PM con desviacion solo del 220; m1/m2/chi1/chi2 a nivel posterior
A0317,GW231001_140220,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231001_140220/GW231001_140220_TEOB_22_21_33_44_55_domega_dtau_220_0.0M/pyRing_GW231001_140220_TEOB_22_21_33_44_55_domega_dtau_220_0.0M.dat,LVK_GWTC4_TGR,pyRing,TEOB_22_21_33_44_55_domega_dtau_220_0.0M,220,fractional_deviation,no,derived,yes,.dat col domega_220,no,derived,yes,.dat col dtau_220,no,derive via NR fit,no,derive via NR fit,external_remnant_required,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,no,no_residual_allowed,no_joint_residual;no_population_claim,domega_220+dtau_220 joint pero sin Mf/af joint; requiere NR fit externo,manual_hdf5_audit,Convencion analoga a pyRing/Kerr (mismo codigo); falta remnant joint
A0318,GW231001_140220,GWTC-4.0_III_pyRing.tar.gz,pyring/plotting_scripts_and_data/event_summary_samples/events_summary_file.h5,LVK_GWTC4_TGR,pyRing,events_summary_file [DS/IMR/Kerr/KerrPostmerger],220,remnant_only,yes,dataset f_22 [DS free; otros derivados],no,,yes,dataset tau_22,no,,yes,dataset Mf [IMR/Kerr/KerrPostmerger],yes,dataset af,same_file_unclear_joint,redshifted_probable,metadata_only,hdf5_keys_verified,no,unclear,no,exploratory_only,remnant_only_crosscheck,no_220_claim;no_population_claim,f_22 en sub-template Kerr/IMR es derivada GR-fixed (no observation libre); DS si tiene f_22 libre pero sin Mf/af joint,manual_hdf5_audit,Producto de Fig.1 del paper TGR-O4a; util como anchor de remnant comparado
A0319,GW231028_153006,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231028_153006/GW231028_153006_Kerr_220_np_10M/pyRing_GW231028_153006_Kerr_220_np_10M.dat,LVK_GWTC4_TGR,pyRing,Kerr_220_np_10M,220,gr_fixed_kerr,no,,no,,no,,no,,yes,.dat col Mf,yes,.dat col af,same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,no,no,no_residual_allowed,gr_fixed_zero_residual;no_220_claim,Kerr 220 GR-fixed: residual_f=0 por construccion,archive_phase,Anclaje Mf/af para evento O4a; util como referencia remnant
A0320,GW231028_153006,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231028_153006/GW231028_153006_DS_1mode_10M/pyRing_GW231028_153006_DS_1mode_10M.dat,LVK_GWTC4_TGR,pyRing,DS_1mode_10M,220,free_frequency,yes,.dat col f_t_0,no,,yes,.dat col tau_t_0,no,,no,not_in_DS_dat,no,not_in_DS_dat,unpaired_same_event,redshifted_probable,inferred_from_filename,report_inference_only,no,yes,no,exploratory_only,residual_220_unpaired_composition,no_joint_residual;no_population_claim,f_t_0/tau_t_0 y Mf/af viven en tablas distintas (different_files); pareo no es muestra-a-muestra,build_unpaired_composition,Frecuencia agnostica DS-libre; necesita pareo external con Kerr_220_np_10M del mismo evento
A0321,GW231028_153006,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231028_153006/GW231028_153006_DS_2mode_10M/pyRing_GW231028_153006_DS_2mode_10M.dat,LVK_GWTC4_TGR,pyRing,DS_2mode_10M,220+330,free_frequency,yes,".dat cols f_t_0 (220), f_t_1 (330) [hipotetico]",no,,yes,".dat cols tau_t_0, tau_t_1 [hipotetico]",no,,no,,no,,unpaired_same_event,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,exploratory_only,residual_220_unpaired_composition,no_joint_residual;no_population_claim,Cabecera .dat de DS_2mode_10M no inspeccionada explicitamente (M036),manual_hdf5_audit,DS multi-modo agnostico; verificar columns antes de uso
A0322,GW231028_153006,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231028_153006/GW231028_153006_TEOB_22_21_33_44_55_domega_220_0.0M/pyRing_GW231028_153006_TEOB_22_21_33_44_55_domega_220_0.0M.dat,LVK_GWTC4_TGR,pyRing,TEOB_22_21_33_44_55_domega_220_0.0M,220,fractional_deviation,no,derived,yes,.dat col domega_220,no,,no,,no,"must derive via NR fit from m1,m2,chi1,chi2",no,must derive via NR fit,external_remnant_required,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,no,no_residual_allowed,no_joint_residual;no_population_claim,domega_220 sample-level pero sin Mf/af joint; requiere NR fit externo para remnant,manual_hdf5_audit,TEOBResumS-PM con desviacion solo del 220; m1/m2/chi1/chi2 a nivel posterior
A0323,GW231028_153006,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231028_153006/GW231028_153006_TEOB_22_21_33_44_55_domega_dtau_220_0.0M/pyRing_GW231028_153006_TEOB_22_21_33_44_55_domega_dtau_220_0.0M.dat,LVK_GWTC4_TGR,pyRing,TEOB_22_21_33_44_55_domega_dtau_220_0.0M,220,fractional_deviation,no,derived,yes,.dat col domega_220,no,derived,yes,.dat col dtau_220,no,derive via NR fit,no,derive via NR fit,external_remnant_required,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,no,no_residual_allowed,no_joint_residual;no_population_claim,domega_220+dtau_220 joint pero sin Mf/af joint; requiere NR fit externo,manual_hdf5_audit,Convencion analoga a pyRing/Kerr (mismo codigo); falta remnant joint
A0324,GW231028_153006,GWTC-4.0_III_pyRing.tar.gz,pyring/plotting_scripts_and_data/event_summary_samples/events_summary_file.h5,LVK_GWTC4_TGR,pyRing,events_summary_file [DS/IMR/Kerr/KerrPostmerger],220,remnant_only,yes,dataset f_22 [DS free; otros derivados],no,,yes,dataset tau_22,no,,yes,dataset Mf [IMR/Kerr/KerrPostmerger],yes,dataset af,same_file_unclear_joint,redshifted_probable,metadata_only,hdf5_keys_verified,no,unclear,no,exploratory_only,remnant_only_crosscheck,no_220_claim;no_population_claim,f_22 en sub-template Kerr/IMR es derivada GR-fixed (no observation libre); DS si tiene f_22 libre pero sin Mf/af joint,manual_hdf5_audit,Producto de Fig.1 del paper TGR-O4a; util como anchor de remnant comparado
A0325,GW231102_071736,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231102_071736/GW231102_071736_Kerr_220_np_10M/pyRing_GW231102_071736_Kerr_220_np_10M.dat,LVK_GWTC4_TGR,pyRing,Kerr_220_np_10M,220,gr_fixed_kerr,no,,no,,no,,no,,yes,.dat col Mf,yes,.dat col af,same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,no,no,no_residual_allowed,gr_fixed_zero_residual;no_220_claim,Kerr 220 GR-fixed: residual_f=0 por construccion,archive_phase,Anclaje Mf/af para evento O4a; util como referencia remnant
A0326,GW231102_071736,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231102_071736/GW231102_071736_DS_1mode_10M/pyRing_GW231102_071736_DS_1mode_10M.dat,LVK_GWTC4_TGR,pyRing,DS_1mode_10M,220,free_frequency,yes,.dat col f_t_0,no,,yes,.dat col tau_t_0,no,,no,not_in_DS_dat,no,not_in_DS_dat,unpaired_same_event,redshifted_probable,inferred_from_filename,report_inference_only,no,yes,no,exploratory_only,residual_220_unpaired_composition,no_joint_residual;no_population_claim,f_t_0/tau_t_0 y Mf/af viven en tablas distintas (different_files); pareo no es muestra-a-muestra,build_unpaired_composition,Frecuencia agnostica DS-libre; necesita pareo external con Kerr_220_np_10M del mismo evento
A0327,GW231102_071736,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231102_071736/GW231102_071736_DS_2mode_10M/pyRing_GW231102_071736_DS_2mode_10M.dat,LVK_GWTC4_TGR,pyRing,DS_2mode_10M,220+330,free_frequency,yes,".dat cols f_t_0 (220), f_t_1 (330) [hipotetico]",no,,yes,".dat cols tau_t_0, tau_t_1 [hipotetico]",no,,no,,no,,unpaired_same_event,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,exploratory_only,residual_220_unpaired_composition,no_joint_residual;no_population_claim,Cabecera .dat de DS_2mode_10M no inspeccionada explicitamente (M036),manual_hdf5_audit,DS multi-modo agnostico; verificar columns antes de uso
A0328,GW231102_071736,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231102_071736/GW231102_071736_TEOB_22_21_33_44_55_domega_220_0.0M/pyRing_GW231102_071736_TEOB_22_21_33_44_55_domega_220_0.0M.dat,LVK_GWTC4_TGR,pyRing,TEOB_22_21_33_44_55_domega_220_0.0M,220,fractional_deviation,no,derived,yes,.dat col domega_220,no,,no,,no,"must derive via NR fit from m1,m2,chi1,chi2",no,must derive via NR fit,external_remnant_required,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,no,no_residual_allowed,no_joint_residual;no_population_claim,domega_220 sample-level pero sin Mf/af joint; requiere NR fit externo para remnant,manual_hdf5_audit,TEOBResumS-PM con desviacion solo del 220; m1/m2/chi1/chi2 a nivel posterior
A0329,GW231102_071736,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231102_071736/GW231102_071736_TEOB_22_21_33_44_55_domega_dtau_220_0.0M/pyRing_GW231102_071736_TEOB_22_21_33_44_55_domega_dtau_220_0.0M.dat,LVK_GWTC4_TGR,pyRing,TEOB_22_21_33_44_55_domega_dtau_220_0.0M,220,fractional_deviation,no,derived,yes,.dat col domega_220,no,derived,yes,.dat col dtau_220,no,derive via NR fit,no,derive via NR fit,external_remnant_required,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,no,no_residual_allowed,no_joint_residual;no_population_claim,domega_220+dtau_220 joint pero sin Mf/af joint; requiere NR fit externo,manual_hdf5_audit,Convencion analoga a pyRing/Kerr (mismo codigo); falta remnant joint
A0330,GW231102_071736,GWTC-4.0_III_pyRing.tar.gz,pyring/plotting_scripts_and_data/event_summary_samples/events_summary_file.h5,LVK_GWTC4_TGR,pyRing,events_summary_file [DS/IMR/Kerr/KerrPostmerger],220,remnant_only,yes,dataset f_22 [DS free; otros derivados],no,,yes,dataset tau_22,no,,yes,dataset Mf [IMR/Kerr/KerrPostmerger],yes,dataset af,same_file_unclear_joint,redshifted_probable,metadata_only,hdf5_keys_verified,no,unclear,no,exploratory_only,remnant_only_crosscheck,no_220_claim;no_population_claim,f_22 en sub-template Kerr/IMR es derivada GR-fixed (no observation libre); DS si tiene f_22 libre pero sin Mf/af joint,manual_hdf5_audit,Producto de Fig.1 del paper TGR-O4a; util como anchor de remnant comparado
A0331,GW231108_125142,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231108_125142/GW231108_125142_Kerr_220_np_10M/pyRing_GW231108_125142_Kerr_220_np_10M.dat,LVK_GWTC4_TGR,pyRing,Kerr_220_np_10M,220,gr_fixed_kerr,no,,no,,no,,no,,yes,.dat col Mf,yes,.dat col af,same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,no,no,no_residual_allowed,gr_fixed_zero_residual;no_220_claim,Kerr 220 GR-fixed: residual_f=0 por construccion,archive_phase,Anclaje Mf/af para evento O4a; util como referencia remnant
A0332,GW231108_125142,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231108_125142/GW231108_125142_DS_1mode_10M/pyRing_GW231108_125142_DS_1mode_10M.dat,LVK_GWTC4_TGR,pyRing,DS_1mode_10M,220,free_frequency,yes,.dat col f_t_0,no,,yes,.dat col tau_t_0,no,,no,not_in_DS_dat,no,not_in_DS_dat,unpaired_same_event,redshifted_probable,inferred_from_filename,report_inference_only,no,yes,no,exploratory_only,residual_220_unpaired_composition,no_joint_residual;no_population_claim,f_t_0/tau_t_0 y Mf/af viven en tablas distintas (different_files); pareo no es muestra-a-muestra,build_unpaired_composition,Frecuencia agnostica DS-libre; necesita pareo external con Kerr_220_np_10M del mismo evento
A0333,GW231108_125142,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231108_125142/GW231108_125142_DS_2mode_10M/pyRing_GW231108_125142_DS_2mode_10M.dat,LVK_GWTC4_TGR,pyRing,DS_2mode_10M,220+330,free_frequency,yes,".dat cols f_t_0 (220), f_t_1 (330) [hipotetico]",no,,yes,".dat cols tau_t_0, tau_t_1 [hipotetico]",no,,no,,no,,unpaired_same_event,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,exploratory_only,residual_220_unpaired_composition,no_joint_residual;no_population_claim,Cabecera .dat de DS_2mode_10M no inspeccionada explicitamente (M036),manual_hdf5_audit,DS multi-modo agnostico; verificar columns antes de uso
A0334,GW231108_125142,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231108_125142/GW231108_125142_TEOB_22_21_33_44_55_domega_220_0.0M/pyRing_GW231108_125142_TEOB_22_21_33_44_55_domega_220_0.0M.dat,LVK_GWTC4_TGR,pyRing,TEOB_22_21_33_44_55_domega_220_0.0M,220,fractional_deviation,no,derived,yes,.dat col domega_220,no,,no,,no,"must derive via NR fit from m1,m2,chi1,chi2",no,must derive via NR fit,external_remnant_required,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,no,no_residual_allowed,no_joint_residual;no_population_claim,domega_220 sample-level pero sin Mf/af joint; requiere NR fit externo para remnant,manual_hdf5_audit,TEOBResumS-PM con desviacion solo del 220; m1/m2/chi1/chi2 a nivel posterior
A0335,GW231108_125142,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231108_125142/GW231108_125142_TEOB_22_21_33_44_55_domega_dtau_220_0.0M/pyRing_GW231108_125142_TEOB_22_21_33_44_55_domega_dtau_220_0.0M.dat,LVK_GWTC4_TGR,pyRing,TEOB_22_21_33_44_55_domega_dtau_220_0.0M,220,fractional_deviation,no,derived,yes,.dat col domega_220,no,derived,yes,.dat col dtau_220,no,derive via NR fit,no,derive via NR fit,external_remnant_required,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,no,no_residual_allowed,no_joint_residual;no_population_claim,domega_220+dtau_220 joint pero sin Mf/af joint; requiere NR fit externo,manual_hdf5_audit,Convencion analoga a pyRing/Kerr (mismo codigo); falta remnant joint
A0336,GW231108_125142,GWTC-4.0_III_pyRing.tar.gz,pyring/plotting_scripts_and_data/event_summary_samples/events_summary_file.h5,LVK_GWTC4_TGR,pyRing,events_summary_file [DS/IMR/Kerr/KerrPostmerger],220,remnant_only,yes,dataset f_22 [DS free; otros derivados],no,,yes,dataset tau_22,no,,yes,dataset Mf [IMR/Kerr/KerrPostmerger],yes,dataset af,same_file_unclear_joint,redshifted_probable,metadata_only,hdf5_keys_verified,no,unclear,no,exploratory_only,remnant_only_crosscheck,no_220_claim;no_population_claim,f_22 en sub-template Kerr/IMR es derivada GR-fixed (no observation libre); DS si tiene f_22 libre pero sin Mf/af joint,manual_hdf5_audit,Producto de Fig.1 del paper TGR-O4a; util como anchor de remnant comparado
A0337,GW231206_233134,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231206_233134/GW231206_233134_Kerr_220_np_10M/pyRing_GW231206_233134_Kerr_220_np_10M.dat,LVK_GWTC4_TGR,pyRing,Kerr_220_np_10M,220,gr_fixed_kerr,no,,no,,no,,no,,yes,.dat col Mf,yes,.dat col af,same_dataset,redshifted_probable,inferred_from_filename,report_inference_only,no,no,no,no,no_residual_allowed,gr_fixed_zero_residual;no_220_claim,Kerr 220 GR-fixed: residual_f=0 por construccion,archive_phase,Anclaje Mf/af para evento O4a; util como referencia remnant
A0338,GW231206_233134,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231206_233134/GW231206_233134_DS_1mode_10M/pyRing_GW231206_233134_DS_1mode_10M.dat,LVK_GWTC4_TGR,pyRing,DS_1mode_10M,220,free_frequency,yes,.dat col f_t_0,no,,yes,.dat col tau_t_0,no,,no,not_in_DS_dat,no,not_in_DS_dat,unpaired_same_event,redshifted_probable,inferred_from_filename,report_inference_only,no,yes,no,exploratory_only,residual_220_unpaired_composition,no_joint_residual;no_population_claim,f_t_0/tau_t_0 y Mf/af viven en tablas distintas (different_files); pareo no es muestra-a-muestra,build_unpaired_composition,Frecuencia agnostica DS-libre; necesita pareo external con Kerr_220_np_10M del mismo evento
A0339,GW231206_233134,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231206_233134/GW231206_233134_DS_2mode_10M/pyRing_GW231206_233134_DS_2mode_10M.dat,LVK_GWTC4_TGR,pyRing,DS_2mode_10M,220+330,free_frequency,yes,".dat cols f_t_0 (220), f_t_1 (330) [hipotetico]",no,,yes,".dat cols tau_t_0, tau_t_1 [hipotetico]",no,,no,,no,,unpaired_same_event,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,exploratory_only,residual_220_unpaired_composition,no_joint_residual;no_population_claim,Cabecera .dat de DS_2mode_10M no inspeccionada explicitamente (M036),manual_hdf5_audit,DS multi-modo agnostico; verificar columns antes de uso
A0340,GW231206_233134,GWTC-4.0_III_pyRing.tar.gz,pyring/samples/GW231206_233134/GW231206_233134_TEOB_22_21_33_44_55_domega_220_0.0M/pyRing_GW231206_233134_TEOB_22_21_33_44_55_domega_220_0.0M.dat,LVK_GWTC4_TGR,pyRing,TEOB_22_21_33_44_55_domega_220_0.0M,220,fractional_deviation,no,derived,yes,.dat col domega_220,no,,no,,no,"must derive via NR fit from m1,m2,chi1,chi2",no,must derive via NR fit,external_remnant_required,redshifted_probable,inferred_from_filename,metadata_verified,no,unclear,no,no,no_residual_allowed,no_joint_residual;no_population_claim,domega_220 sample-level pero sin Mf/af joint; requiere NR fit externo para remnant,manual_hdf5_audit,TEOBResumS-PM con desviacion solo del 220; m1/m2/chi1/chi2 a nivel posterior
